,year,url,type,list index out of range TIME,'Bidder',"Could not get first item for //table[@cellpadding=""3""] query of class XpathSelector INFO",local variable 'df' referenced before assignment,1 TIME,Connection Faild,"can only concatenate str (not ""float"") to str"
222,2003,https://www.knnauction.com/pma/results/Antioch.and.New.Haven.USD.TRANs.03.AON/bid_summary.html,Note,,1.0,,,,,
223,2003,https://www.pfmauction.com/pma/results/N.York.CntySD.03.AON/bid_summary.html,Bond,,1.0,,,,,
224,2003,https://www.speerauction.com/pma/results/Elkhart.CommSchs.IN.03.AON/bid_summary.html,Bond,,1.0,,,,,
225,2003,https://www.muniauction.com/pma/results/ReadingSD.03B.AON/bid_summary.html,Bond,,1.0,,,,,
226,2003,https://www.pfmauction.com/pma/results/Avon.GroveSD.03.AON/bid_summary.html,Bond,,1.0,,,,,
227,2009,https://www.bidumbaugh.com/pma/results/Frankfort.RBs.09.AON/bid_summary.html,Bond,,,,,,1.0,
228,2003,https://www.pfmauction.com/pma/results/Colorado.RTD.2003A.AON/bid_summary.html,Bond,,1.0,,,,,
229,2003,https://www.muniauction.com/pma/results/River.Forest.IL.03A.AON/bid_summary.html,Bond,,1.0,,,,,
230,2003,https://www.muniauction.com/pma/results/Bethlehem.Twp.03.AON/bid_summary.html,Bond,,1.0,,,,,
231,2004,https://www.knnauction.com/pma/results/Sonoma.Cty.TRAN.04.05.AON/bid_summary.html,Note,,,,,,,1.0
232,2003,https://www.pfmauction.com/pma/results/S.York.CntySD.03.AON/bid_summary.html,Bond,,1.0,,,,,
233,2003,https://www.pfmauction.com/pma/results/L.Moreland.TwpSD.03A.AON/bid_summary.html,Bond,,1.0,,,,,
234,2003,https://www.muniauction.com/pma/results/Apollo.RidgeSD.03.AON/bid_summary.html,Bond,,1.0,,,,,
235,2005,https://www.bidumbaugh.com/pma/results/Turkey.Run.SBC.FM.05.AON/bid_summary.html,Bond,,,,,,1.0,
236,2002,https://www.davidsonbondauction.com/pma/results/Bernalillo.Cnty.TRAN.02A/bid_summary.html,Note,,,,,,1.0,
237,2009,https://www.bidumbaugh.com/pma/results/HobartCty.GOB.09.AON/bid_summary.html,Bond,,,,,,1.0,
238,2003,https://www.pfmauction.com/pma/results/Forest.HillsSD.GO.03/bid_summary.html,Bond,,1.0,,,,,
239,2003,https://www.muniauction.com/pma/results/Rolling.Meadows.IL.03A.AON/bid_summary.html,Bond,,1.0,,,,,
240,2004,https://www.muniauction.com/pma/results/Long.Beach.04.TRAN/bid_summary.html,Note,,,,,,,1.0
241,2007,https://www.bidumbaugh.com/pma/results/Indianapolis.Marion.Cnty.PL.GO.07.AON/bid_summary.html,Bond,,,,,,1.0,
242,2001,https://www.pdxauction.com/pma/results/Portland.OR.LTRB.Taxable.01D.AON/bid_summary.html,Bond,,,,,,1.0,
243,2011,https://www.bidumbaugh.com/pma/results/Warsaw.Cty.SWRB.11.AON/bid_summary.html,Bond,,,,,,1.0,
244,2003,https://www.bidumbaugh.com/pma/results/Lafayette.IN.03.AON/bid_summary.html,Bond,,,,,,1.0,
245,2007,https://www.bidumbaugh.com/pma/results/West.Noble.HSBC.FM.07.AON/bid_summary.html,Bond,,,,,,1.0,
246,2001,https://www.bairdauction.com/pma/results/Madison.Area.TSD.WI.GOs.01B.AON/bid_summary.html,Bond,,,,,,1.0,
247,2003,https://www.pfmauction.com/pma/results/Cornwall.LebanonSD.03A.AON/bid_summary.html,Bond,,1.0,,,,,
248,2003,https://www.speerauction.com/pma/results/Waterloo.IA.GO.03A/bid_summary.html,Bond,,1.0,,,,,
249,2003,https://www.pfmauction.com/pma/results/New.BrightonASD.GO.03/bid_summary.html,Bond,,1.0,,,,,
250,1999,https://www.pghauction.com/pma/results/Pittsburgh.PA.GOs.99A.MBM/best_bids.html,Bond,,,,,,1.0,
251,2006,https://www.davidsonbondauction.com/pma/results/Omaha.Cty.VPR.06.AON/bid_summary.html,Bond,,,,,,1.0,
252,2003,https://www.pfmauction.com/pma/results/Franklin.RegionalSD.03.AON/bid_summary.html,Bond,,1.0,,,,,
253,2003,https://www.pfmauction.com/pma/results/DerryTwpSD.GO.03/bid_summary.html,Bond,,1.0,,,,,
254,2002,https://www.bairdauction.com/pma/results/Weston.WI.GOs.02.AON/bid_summary.html,Bond,,,,,,1.0,
255,2003,https://www.columbiacapitalauction.com/pma/results/Topeka.KS.GoRef.03A/bid_summary.html,Bond,,1.0,,,,,
256,2003,https://www.pfmauction.com/pma/results/MechanicsburgASD.03.AON/bid_summary.html,Bond,,1.0,,,,,
257,2003,https://www.muniauction.com/pma/results/Whitehall.CoplaySD.GO.A.B/bid_summary.html,Bond,,1.0,,,,,
258,2003,https://www.speerauction.com/pma/results/Forest.Preserve.Dist.IL.GO.03/bid_summary.html,Bond,,1.0,,,,,
259,2003,https://www.pfmauction.com/pma/results/Oakmont.Boro.03.AON/bid_summary.html,Bond,,1.0,,,,,
260,2003,https://www.pfmauction.com/pma/results/Franklin.Reg.SD.03A.AON/bid_summary.html,Bond,,1.0,,,,,
261,2003,https://www.nsiauction.com/pma/results/Fosston.MN.ISD.No.601.03A.AON/bid_summary.html,Bond,,1.0,,,,,
262,2003,https://www.davidsonbondauction.com/pma/results/PikesPeakCCP.Rev.03/bid_summary.html,Bond,,,,,,1.0,
263,2007,https://www.bidumbaugh.com/pma/results/Brownsburg.Twn.RA.EDLR.07.AON/bid_summary.html,Bond,,,,,,1.0,
264,2003,https://www.muniauction.com/pma/results/Chelsea.MA.Bonds.AON/bid_summary.html,Bond,,1.0,,,,,
265,2002,https://www.bairdauction.com/pma/results/Waukesha.WI.TCD.GOs.02B.AON/bid_summary.html,Bond,,,,,,1.0,
266,2004,https://www.bidumbaugh.com/pma/results/Hamilton.Cnty.GO.04.AON/bid_summary.html,Bond,,,,,,1.0,
267,2003,https://www.pfmauction.com/pma/results/Carlisle.Boro.GO.03/bid_summary.html,Bond,,1.0,,,,,
268,2003,https://www.muniauction.com/pma/results/Berkeley.COPs.03.AON/bid_summary.html,Bond,,1.0,,,,,
269,2003,https://www.muniauction.com/pma/results/Oakland.GOs.03A.AON/bid_summary.html,Bond,,1.0,,,,,
270,2003,https://www.muniauction.com/pma/results/Davis.PFFA.03.AON/bid_summary.html,Bond,,1.0,,,,,
271,2004,https://www.muniauction.com/pma/results/New.Mexico.04A.TRAN/bid_summary.html,Note,,,,,,,1.0
272,2003,https://www.muniauction.com/pma/results/ReadingSD.03AC.AON/bid_summary.html,Bond,,1.0,,,,,
273,2003,https://www.speerauction.com/pma/results/WaubonseeCCD.GO.03A/bid_summary.html,Bond,,1.0,,,,,
274,2003,https://www.pfmauction.com/pma/results/West.ChesterASD.03.AON/bid_summary.html,Bond,,1.0,,,,,
275,2003,https://www.muniauction.com/pma/results/Forks.Twp.03.AON/bid_summary.html,Bond,,1.0,,,,,
276,2004,https://www.davidsonbondauction.com/pma/results/Colorado.University.ESR.04.AON/bid_summary.html,Bond,,,,,,1.0,
277,2003,https://www.pfmauction.com/pma/results/E.LebanonCnty.SD.GO.03A/bid_summary.html,Bond,,1.0,,,,,
278,2003,https://www.muniauction.com/pma/results/Suisun.CityRDA.03A.AON/bid_summary.html,Bond,,1.0,,,,,
279,2003,https://www.muniauction.com/pma/results/West.Reading.PA.03.AON/bid_summary.html,Bond,,1.0,,,,,
280,2003,https://www.knnauction.com/pma/results/03.TRAN.Pool.3/bid_summary.html,Note,,1.0,,,,,
281,2003,https://www.muniauction.com/pma/results/San.Rafael.JPFA.03.AON/bid_summary.html,Bond,,1.0,,,,,
282,2003,https://www.speerauction.com/pma/results/Palos.Heights.GO.Library.03.AON/bid_summary.html,Bond,,1.0,,,,,
283,2003,https://www.columbiacapitalauction.com/pma/results/Topeka.KS.GoRef.03B/bid_summary.html,Bond,,1.0,,,,,
284,2003,https://www.pfmauction.com/pma/results/L.MorelandTwpSD.03.AON/bid_summary.html,Bond,,1.0,,,,,
285,2003,https://www.pfmauction.com/pma/results/Jersey.ShoreASD.03.AON/bid_summary.html,Bond,,1.0,,,,,
286,2003,https://www.muniauction.com/pma/results/Mt.LebanonSD.GOs.03.AON/bid_summary.html,Bond,,1.0,,,,,
287,2003,https://www.pfmauction.com/pma/results/Oakmont.Boro.03A.AON/bid_summary.html,Bond,,1.0,,,,,
288,2001,https://www.bairdauction.com/pma/results/Milwaukee.RANs.2001A/bid_summary.html,Note,,,,,,1.0,
289,2007,https://www.bidumbaugh.com/pma/results/Plainfield.Twn.GO.07.AON/bid_summary.html,Bond,,,,,,1.0,
290,2010,https://www.bidumbaugh.com/pma/results/Zionsville.SWBARN.10.AON/bid_summary.html,Note,,,,,,1.0,
291,2003,https://www.bairdauction.com/pma/results/Manitowoc.WI.GOProms.03B/bid_summary.html,Bond,,,,,,1.0,
292,2004,https://www.muniauction.com/pma/results/Los.Angeles.TRAN.04A/bid_summary.html,Note,,,,,,,1.0
293,2003,https://www.pfmauction.com/pma/results/PhoenixvilleASD.03.AON/bid_summary.html,Bond,,1.0,,,,,
294,2002,https://www.bairdauction.com/pma/results/Polk.Cnty.WI.GOs.02.AON/bid_summary.html,Bond,,,,,,1.0,
295,2002,https://www.bairdauction.com/pma/results/Winnebago.Co.GORef.AON/bid_summary.html,Bond,,,,,,1.0,
296,2003,https://www.muniauction.com/pma/results/Denver.COPs.03B.AON/bid_summary.html,Bond,,1.0,,,,,
297,2003,https://www.aicauction.com/pma/results/Lincoln.NE.GOs.03.AON/bid_summary.html,Bond,,1.0,,,,,
298,2003,https://www.pfmauction.com/pma/results/Lower.Merion.Twp.03A.AON/bid_summary.html,Bond,,1.0,,,,,
299,2003,https://www.pfmauction.com/pma/results/NeshannockTwp.SD.03A.AA/bid_summary.html,Bond,,1.0,,,,,
300,2003,https://www.pfmauction.com/pma/results/U.Moreland.TwpSD.03A.AON/bid_summary.html,Bond,,1.0,,,,,
301,2003,https://www.muniauction.com/pma/results/Long.BeachUSD.03.AON/bid_summary.html,Bond,,1.0,,,,,
302,2003,https://www.pfmauction.com/pma/results/Marion.CenterASD.03.AON/bid_summary.html,Bond,,1.0,,,,,
303,2003,https://www.pfmauction.com/pma/results/E.PennsboroASD.03A.AA.AON/bid_summary.html,Bond,,1.0,,,,,
304,2003,https://www.pfmauction.com/pma/results/PottsgroveSD.GO.03A/bid_summary.html,Bond,,1.0,,,,,
305,2003,https://www.pfmauction.com/pma/results/Upper.Moreland.TwpSD.03.AON/bid_summary.html,Bond,,1.0,,,,,
306,2003,https://www.pfmauction.com/pma/results/E.PennsboroASD.03.AON/bid_summary.html,Bond,,1.0,,,,,
307,2003,https://www.pfmauction.com/pma/results/BeaverASD.GO.03/bid_summary.html,Bond,,1.0,,,,,
308,2003,https://www.muniauction.com/pma/results/Ft.Wayne.IN.Rev.03/bid_summary.html,Bond,,1.0,,,,,
309,2003,https://www.speerauction.com/pma/results/Mattoon.IL.GORef.03/bid_summary.html,Bond,,1.0,,,,,
310,2003,https://www.pfmauction.com/pma/results/Susquehanna.TwpSD.03.AON/bid_summary.html,Bond,,1.0,,,,,
311,2003,https://www.pfmauction.com/pma/results/ShikellamySD.03.AON/bid_summary.html,Bond,,1.0,,,,,
312,2003,https://www.knnauction.com/pma/results/03.TRAN.Pool.2/bid_summary.html,Note,,1.0,,,,,
313,2003,https://www.pfmauction.com/pma/results/AntietamSD.GO.03/bid_summary.html,Bond,,1.0,,,,,
314,2003,https://www.pfmauction.com/pma/results/CheltenhamSD.3rd.03.AON/bid_summary.html,Bond,,1.0,,,,,
315,2003,https://www.pfmauction.com/pma/results/E.Lebanon.CntySD.03AA.AON/bid_summary.html,Bond,,1.0,,,,,
316,2003,https://www.speerauction.com/pma/results/WaubonseeCCD.CABs.03B/bid_summary.html,Bond,,1.0,,,,,
317,2003,https://www.pdxauction.com/pma/results/Portland.TANs.03/bid_summary.html,Note,,,,,,1.0,
318,2006,https://www.pdxauction.com/pma/results/Portland.SLWSR.06A.AON/bid_summary.html,Bond,,,,,,1.0,
319,2003,https://www.speerauction.com/pma/results/N.Aurora.IL.GO.03/bid_summary.html,Bond,,1.0,,,,,
320,2005,https://www.davidsonbondauction.com/pma/results/Colorado.FMP.CoP.05A.AON/bid_summary.html,Bond,,,,,,1.0,
321,2002,https://www.bidumbaugh.com/pma/results/Terre.HauteSD.IN.02/bid_summary.html,Bond,,,,,,1.0,
322,2001,https://www.davidsonbondauction.com/pma/results/Bernalillo.Cnty.TAN.01.AON/bid_summary.html,Note,,,,,,1.0,
323,2004,https://www.pdxauction.com/pma/results/Portland.GOEFBs.04A.AON/bid_summary.html,Bond,,,,,,1.0,
324,2009,https://www.bidumbaugh.com/pma/results/Elkhart.PDB.09A.AON/bid_summary.html,Bond,,,,,,1.0,
325,2004,https://www.bidumbaugh.com/pma/results/Hancock.Cnty.PL.GO.04.AON/bid_summary.html,Bond,,,,,,1.0,
326,2004,https://www.bidehlers.com/pma/results/Northfield.GOI.04A.AON/bid_summary.html,Bond,,,,,,1.0,
327,2003,https://www.muniauction.com/pma/results/S.FayetteTwpSD.ABC.AON/bid_summary.html,Bond,,1.0,,,,,
328,2003,https://www.muniauction.com/pma/results/AlaskaMBB.GO.03C.AON/bid_summary.html,Bond,,1.0,,,,,
329,2003,https://www.pfmauction.com/pma/results/Clarion.LimestoneASD.03.AON/bid_summary.html,Bond,,1.0,,,,,
330,2003,https://www.muniauction.com/pma/results/AlaskaMBB.03D.AON/bid_summary.html,Bond,,1.0,,,,,
331,2003,https://www.pfmauction.com/pma/results/CranberryASD.PA.GO.03/bid_summary.html,Bond,,1.0,,,,,
332,2003,https://www.pfmauction.com/pma/results/WilmingtonASD.03.AON/bid_summary.html,Bond,,1.0,,,,,
333,2003,https://www.speerauction.com/pma/results/OakPark.IL.GO.03/bid_summary.html,Bond,,1.0,,,,,
334,2003,https://www.muniauction.com/pma/results/AllentownSD.GO.03/bid_summary.html,Bond,,1.0,,,,,
335,2003,https://www.pfmauction.com/pma/results/Keystone.Central.SD.GO.03/bid_summary.html,Bond,,1.0,,,,,
336,2003,https://www.muniauction.com/pma/results/E.YorkSD.GO.03AA/bid_summary.html,Bond,,1.0,,,,,
337,2002,https://www.davidsonbondauction.com/pma/results/Bernalillo.Cnty.NM.02.BAN/bid_summary.html,Note,,,,,,1.0,
338,2004,https://www.davidsonbondauction.com/pma/results/Boulder.Cty.OMCI.TFB.04.AON/bid_summary.html,Bond,,,,,,1.0,
339,2003,https://www.pfmauction.com/pma/results/State.CollegeASD.03.AON/bid_summary.html,Bond,,1.0,,,,,
340,2003,https://www.nsiauction.com/pma/results/Fairmont.MN.03A/bid_summary.html,Bond,,1.0,,,,,
341,2003,https://www.speerauction.com/pma/results/Peoria.IL.GO.03A/bid_summary.html,Bond,,1.0,,,,,
342,2003,https://www.pfmauction.com/pma/results/EllwoodCityASD.GO.03/bid_summary.html,Bond,,1.0,,,,,
343,2003,https://www.pfmauction.com/pma/results/ConnellsvilleASD.03.AON/bid_summary.html,Bond,,1.0,,,,,
344,2003,https://www.speerauction.com/pma/results/NWSuburbanMuni.JAWA.IL.Rev.03/bid_summary.html,Bond,,1.0,,,,,
345,2003,https://www.pfmauction.com/pma/results/WindberASD.03.AON/bid_summary.html,Bond,,1.0,,,,,
346,2004,https://www.knnauction.com/pma/results/04.TRAN.Pool.3/bid_summary.html,Note,,1.0,,,,,
347,2003,https://www.pfmauction.com/pma/results/Conewago.ValleySD.03/bid_summary.html,Bond,,1.0,,,,,
348,2003,https://www.pfmauction.com/pma/results/Cornwall.LebanonSD.03.AON/bid_summary.html,Bond,,1.0,,,,,
349,2003,https://www.pfmauction.com/pma/results/Franklin.RegionalSD.03A.AON/bid_summary.html,Bond,,1.0,,,,,
350,2003,https://www.muniauction.com/pma/results/DonegalSD.PA.GO.03.03A/bid_summary.html,Bond,,1.0,,,,,
351,2004,https://www.muniauction.com/pma/results/Berkeley.04.TRAN.AON/bid_summary.html,Note,,,,,,,1.0
352,2004,https://www.muniauction.com/pma/results/San.Fran.USD.04.TRAN.AON/bid_summary.html,Note,,,,,,,1.0
353,2003,https://www.muniauction.com/pma/results/StateCollegeBoro.GO.03/bid_summary.html,Bond,,1.0,,,,,
354,2003,https://www.muniauction.com/pma/results/Suisun.CityRDA.03B.AON/bid_summary.html,Bond,,1.0,,,,,
355,2002,https://www.bairdauction.com/pma/results/MoraineParkTCD.GOProms.01-02B.AON/bid_summary.html,Bond,,,,,,1.0,
356,2006,https://www.davidsonbondauction.com/pma/results/MUD.Omaha.WR.06B.AON/bid_summary.html,Bond,,,,,,1.0,
357,2003,https://www.bairdauction.com/pma/results/Madison.AreaTCD.03A.AON/bid_summary.html,Bond,,,,,,1.0,
358,2009,https://www.bidumbaugh.com/pma/results/ClintonCnty.EDITLRB.09.AON/bid_summary.html,Bond,,,,,,1.0,
359,2003,https://www.speerauction.com/pma/results/Des.Plaines.IL.GO.03A.AON/bid_summary.html,Bond,,1.0,,,,,
360,2003,https://www.muniauction.com/pma/results/San.Diego.CA.03.Rev.AON/bid_summary.html,Bond,,1.0,,,,,
361,2003,https://www.muniauction.com/pma/results/Lemont.Vlg.IL.GOs.03A.AON/bid_summary.html,Bond,,1.0,,,,,
362,2003,https://www.pfmauction.com/pma/results/FairfieldASD.03.AON/bid_summary.html,Bond,,1.0,,,,,
363,2003,https://www.pfmauction.com/pma/results/MontgomeryASD.03.AON/bid_summary.html,Bond,,1.0,,,,,
364,2003,https://www.muniauction.com/pma/results/AlaskaMBB.GO.03B/bid_summary.html,Bond,,1.0,,,,,
365,2003,https://www.muniauction.com/pma/results/Metro.OR.03.AON/bid_summary.html,Bond,,1.0,,,,,
366,2002,https://www.bairdauction.com/pma/results/Kimberly.WI.GOs.02.AON/bid_summary.html,Bond,,,,,,1.0,
367,2003,https://www.davidsonbondauction.com/pma/results/Univ.Colorado.03B.AON/bid_summary.html,Bond,,,,,,1.0,
368,2003,https://www.shattuckhammondauction.com/pma/results/Lehigh.Valley.Hosp.Revs.03A.AON/bid_summary.html,Bond,,,,,,1.0,
369,1999,https://www.firstswauction.com/pma/results/Corsicana.TX.WaterAndSewerRevBonds.1999A.AON/bid_summary.html,Bond,,,,,,1.0,
370,2003,https://www.pfmauction.com/pma/results/WaynesboroASD.GO.03/bid_summary.html,Bond,,1.0,,,,,
371,2003,https://www.pfmauction.com/pma/results/HempfieldSD.GO.03A/bid_summary.html,Bond,,1.0,,,,,
372,2003,https://www.muniauction.com/pma/results/LowerWindsorTwp.GO.03/bid_summary.html,Bond,,1.0,,,,,
373,2003,https://www.muniauction.com/pma/results/Cedar.City.UT.03.AON/bid_summary.html,Bond,,1.0,,,,,
374,2003,https://www.pfmauction.com/pma/results/Allegheny.CC.Rev.03/bid_summary.html,Bond,,1.0,,,,,
375,2003,https://www.pfmauction.com/pma/results/Susquehanna.TwpSD.03A.AON/bid_summary.html,Bond,,1.0,,,,,
376,2003,https://www.nsiauction.com/pma/results/Parkers.PrairieISD.No.547.03.AON/bid_summary.html,Bond,,1.0,,,,,
377,2003,https://www.muniauction.com/pma/results/Adams.Cnty.03.AON/bid_summary.html,Bond,,1.0,,,,,
378,2004,https://www.knnauction.com/pma/results/04.TRAN.Pool.2/bid_summary.html,Note,,1.0,,,,,
379,2004,https://www.columbiacapitalauction.com/pma/results/Topeka.Cty.Notes.04A.AON/bid_summary.html,Note,,,,,,,1.0
380,2003,https://www.muniauction.com/pma/results/StroudsburgMA.Rev.03A/bid_summary.html,Bond,,1.0,,,,,
381,2003,https://www.pfmauction.com/pma/results/BeaverASD.GO.03C/bid_summary.html,Bond,,1.0,,,,,
382,2003,https://www.pfmauction.com/pma/results/L.Merion.GO.03B/bid_summary.html,Bond,,1.0,,,,,
383,2003,https://www.bairdauction.com/pma/results/BlackhawkTCD.WI.GO.03/bid_summary.html,Bond,,,,,,1.0,
384,2001,https://www.shattuckhammondauction.com/pma/results/Lehigh.Valley.Hosp.Revs.01.AON/bid_summary.html,Bond,,,,,,1.0,
385,2002,https://www.bairdauction.com/pma/results/TwpHSD.No.207.IL.LSBs.02.AON/bid_summary.html,Bond,,,,,,1.0,
386,2001,https://www.bairdauction.com/pma/results/Milwaukee.GO.Notes.01B.AON/bid_summary.html,Bond,,,,,,1.0,
387,2008,https://www.davidsonbondauction.com/pma/results/Douglas.Cnty.SD.0017.CoP.08.AON/bid_summary.html,Bond,,,,,,1.0,
388,2004,https://www.bidehlers.com/pma/results/Northfield.GOWSR.04B.AON/bid_summary.html,Bond,,,,,,1.0,
389,2002,https://www.bairdauction.com/pma/results/Milwaukee.GO.Bonds.W.AON/bid_summary.html,Bond,,,,,,1.0,
390,2007,https://www.bidumbaugh.com/pma/results/Muncie.Cty.SDR.07.AON/bid_summary.html,Bond,,,,,,1.0,
391,2003,https://www.bairdauction.com/pma/results/Milwaukee.WI.GO.03B1/bid_summary.html,Bond,,,,,,1.0,
392,2002,https://www.bidumbaugh.com/pma/results/HamiltonCnty.IN.GO.02A.AON/bid_summary.html,Bond,,,,,,1.0,
393,2004,https://www.knnauction.com/pma/results/04.TRAN.Pool.1/bid_summary.html,Note,,1.0,,,,,
394,2003,https://www.muniauction.com/pma/results/CampbellUHSD.03.AON/bid_summary.html,Bond,,1.0,,,,,
395,2003,https://www.muniauction.com/pma/results/Scotts.Valley.COPs.03.AON/bid_summary.html,Bond,,1.0,,,,,
396,2003,https://www.muniauction.com/pma/results/JamestownASD.GO.03/bid_summary.html,Bond,,1.0,,,,,
397,2004,https://www.muniauction.com/pma/results/ABC.USD.04.TRAN/bid_summary.html,Note,,,,,,,1.0
398,2003,https://www.muniauction.com/pma/results/Western.Berks.Water.Rev.03/bid_summary.html,Bond,,1.0,,,,,
399,2003,https://www.muniauction.com/pma/results/SequoiaUHSD.03.AON/bid_summary.html,Bond,,1.0,,,,,
400,2003,https://www.speerauction.com/pma/results/Waukegan.Tax.GORs.03.AON/bid_summary.html,Bond,,1.0,,,,,
401,2011,https://www.bidumbaugh.com/pma/results/Batesville.SBC.AVPTFMB.11.AON/bid_summary.html,Bond,,,,,,1.0,
402,2006,https://www.davidsonbondauction.com/pma/results/Boulder.Cnty.OSSUTRR.06.AON/bid_summary.html,Bond,,,,,,1.0,
403,2006,https://www.bidumbaugh.com/pma/results/Oak.Hill.SBC.FM.06.AON/bid_summary.html,Bond,,,,,,1.0,
404,2003,https://www.pfmauction.com/pma/results/Glendale.CA.RBs.03.AON/bid_summary.html,Bond,,1.0,,,,,
405,2003,https://www.muniauction.com/pma/results/West.Chester.Boro.03.AON/bid_summary.html,Bond,,1.0,,,,,
406,2003,https://www.bairdauction.com/pma/results/RacineCnty.WI.TaxableNAN.03/bid_summary.html,Note,,,,,,1.0,
407,2003,https://www.muniauction.com/pma/results/KutztownASD.03.AON/bid_summary.html,Bond,,1.0,,,,,
408,2003,https://www.muniauction.com/pma/results/WestContraCostaUSD.00C.AON/bid_summary.html,Bond,,1.0,,,,,
409,2003,https://www.pfmauction.com/pma/results/Moon.Twp.Muni.Auth.03.AON/bid_summary.html,Bond,,1.0,,,,,
410,2003,https://www.pfmauction.com/pma/results/Lower.MerionSD.03.AON/bid_summary.html,Bond,,1.0,,,,,
411,2003,https://www.muniauction.com/pma/results/CollegeTwp.GO.03/bid_summary.html,Bond,,1.0,,,,,
412,2003,https://www.pfmauction.com/pma/results/NorthamptonASD.03A.AON/bid_summary.html,Bond,,1.0,,,,,
413,2004,https://www.bidumbaugh.com/pma/results/Carmel.RA.LRR.04.AON/bid_summary.html,Bond,,,,,,1.0,
414,2003,https://www.bairdauction.com/pma/results/Grafton.GOR.AON/bid_summary.html,Bond,,,,,,1.0,
415,2004,https://www.knnauction.com/pma/results/New.Haven.and.San.Leandro.USD.04.TRAN/bid_summary.html,Note,,1.0,,,,,
416,2003,https://www.bairdauction.com/pma/results/Milwaukee.03.R3.RANs/bid_summary.html,Note,,,,,,1.0,
417,2006,https://www.shattuckhammondauction.com/pma/results/CSCDA.John.Muir.R.06A.AON/bid_summary.html,Bond,,,,,,1.0,
418,2004,https://www.davidsonbondauction.com/pma/results/Douglas.Cty.SD.GO.04.AON/bid_summary.html,Bond,,,,,,1.0,
419,2004,https://www.davidsonbondauction.com/pma/results/Bernalillo.Cnty.04.TRAN.AON/bid_summary.html,Note,,,,,,1.0,
420,2007,https://www.bidumbaugh.com/pma/results/Valparaiso.Cty.SWR.07.AON/bid_summary.html,Bond,,,,,,1.0,
421,2006,https://www.bidumbaugh.com/pma/results/Mishawaka.06A.AON/bid_summary.html,Bond,,,,,,1.0,
422,2003,https://www.bairdauction.com/pma/results/WashingtonCnty.WI.TaxPromNotes.03/bid_summary.html,Bond,,,,,,1.0,
423,2005,https://www.pdxauction.com/pma/results/Portland.LTHR.05C.AON/bid_summary.html,Bond,,,,,,1.0,
424,2005,https://www.shattuckhammondauction.com/pma/results/Louisiana.PFA.HR.FMOLHSP.05A.AON/bid_summary.html,Bond,,,,,,1.0,
425,2001,https://www.bairdauction.com/pma/results/Milwaukee.GO.SerU.Tax.AON/bid_summary.html,Bond,,,,,,1.0,
426,2001,https://www.bairdauction.com/pma/results/SuperiorSD.WI.GOs.01.AON/bid_summary.html,Bond,,,,,,1.0,
427,2009,https://www.bidumbaugh.com/pma/results/North.GibsonMSB.FMB.10.AON/bid_summary.html,Bond,,,,,,1.0,
428,2003,https://www.pdxauction.com/pma/results/Portland.LTRRBs.03A.AON/bid_summary.html,Bond,,,,,,1.0,
429,2002,https://www.davidsonbondauction.com/pma/results/Nicholasville.KY.GOs.02.AON/bid_summary.html,Bond,,,,,,1.0,
430,2006,https://www.bidumbaugh.com/pma/results/Noblesville.Cty.SWR.06.AON/bid_summary.html,Bond,,,,,,1.0,
431,2007,https://www.bidumbaugh.com/pma/results/South.Gibson.SBC.FM.07.AON/bid_summary.html,Bond,,,,,,1.0,
432,2002,https://www.bairdauction.com/pma/results/Neenah.WI.GO.Bonds.02B.AON/bid_summary.html,Bond,,,,,,1.0,
433,2003,https://www.bairdauction.com/pma/results/Manitowoc.WI.GO.03A/bid_summary.html,Bond,,,,,,1.0,
434,2002,https://www.bairdauction.com/pma/results/Winnebago.Co.Tax.Notes.AON/bid_summary.html,Note,,,,,,1.0,
435,2002,https://www.bairdauction.com/pma/results/Washington.Cnty.GO.Bonds.02.AON/bid_summary.html,Bond,,,,,,1.0,
436,2003,https://www.pgcorbinauction.com/pma/results/Mass.Wtr.Res.Auth.03D.AON/bid_summary.html,Bond,,,,,,1.0,
437,2001,https://www.pdxauction.com/pma/results/Portland.OR.LTRB.Exempt.01C.AON/bid_summary.html,Bond,,,,,,1.0,
438,2001,https://www.bairdauction.com/pma/results/Waukesha.GO.Notes.01C.AON/bid_summary.html,Bond,,,,,,1.0,
439,2006,https://www.davidsonbondauction.com/pma/results/Bernalillo.Cnty.TRAN.06.AON/bid_summary.html,Note,,,,,,1.0,
440,2008,https://www.bidumbaugh.com/pma/results/Winamac.Twn.SWR.08.AON/bid_summary.html,Bond,,,,,,1.0,
441,2002,https://www.bairdauction.com/pma/results/Racine.Cnty.WI.GO.Notes.02A.AON/bid_summary.html,Bond,,,,,,1.0,
442,2007,https://www.bidumbaugh.com/pma/results/Warrick.Cnty.FM.08.AON/bid_summary.html,Bond,,,,,,1.0,
443,2006,https://www.davidsonbondauction.com/pma/results/Univ.Colorado.UER.06A.AON/bid_summary.html,Bond,,,,,,1.0,
444,2003,https://www.bairdauction.com/pma/results/FoxPoint.WI.GO.03/bid_summary.html,Bond,,,,,,1.0,
445,2009,https://www.bidumbaugh.com/pma/results/North.GibsonMSB.FMB.09.AON/bid_summary.html,Bond,,,,,,1.0,
446,2004,https://www.bidehlers.com/pma/results/New.Berlin.GOPN.04.AON/bid_summary.html,Bond,,,,,,1.0,
