,year,url,type,Connection Faild,"Could not get first item for //a[contains(text(), ""Selections"")]//@href query of class XpathSelector INFO","Could not get first item for //input[@value=""View Terms""]/@onclick query of class XpathSelector INFO","Could not get first item for //table[@cellpadding=""1""][1] query of class XpathSelector INFO"
162,2002,https://www.bidumbaugh.com/pma/results/HamiltonCnty.IN.GO.02A.AON/bid_summary.html,Bond,1.0,,,
163,2004,https://www.davidsonbondauction.com/pma/results/Auraria.Hgh.Ed.Rev.04A.AON/bid_summary.html,Bond,1.0,,,
164,2004,https://www.bidehlers.com/pma/results/Circle.Pines.Cty.GUR.04A.AON/bid_summary.html,Bond,1.0,,,
165,2003,https://www.bairdauction.com/pma/results/Grafton.GO.Notes.AON/bid_summary.html,Bond,1.0,,,
166,2001,http://www.pfmauction.com/perl/bond.pl?print_selections_page_button=Selections+Page&use_auction_name=yes&auction_name=ConewagoValleySD%2EGOs%2E01%2EAON&uniqueid=OqUSy8ZPGcgAACM0VQI,Bond,,,1.0,
167,2001,http://www.pfmauction.com/perl/bond.pl?print_selections_page_button=Selections+Page&use_auction_name=yes&auction_name=Scott%2ETwp%2EGOs%2E02%2EAON&uniqueid=PB4ywUKzEEgAADBXMfs,Bond,,,1.0,
168,2001,http://www.pfmauction.com/perl/bond.pl?print_selections_page_button=Selections+Page&use_auction_name=yes&auction_name=LehightonASD%2EGOs%2E01%2EAON&uniqueid=O@rINsZPGcgAAFnQ8uw,Bond,,,1.0,
169,2001,http://www.pfmauction.com/perl/bond.pl?print_selections_page_button=Selections+Page&use_auction_name=yes&auction_name=ColoradoRTD%2ECOPs%2E01B%2EAON&uniqueid=O3AfTMZPGcgAAEwkLMU,Bond,,,1.0,
170,2001,http://www.pfmauction.com/perl/bond.pl?print_selections_page_button=Selections+Page&use_auction_name=yes&auction_name=EastStroudsburg%2EASD%2EGOs%2ESeriesA%2E01%2EAON&uniqueid=OoF4S8ZPGcgAADhMTjU,Bond,,,1.0,
171,2001,http://www.pfmauction.com/perl/bond.pl?print_selections_page_button=Selections+Page&use_auction_name=yes&auction_name=Upper%2EMoreland%2ETwp%2ESD%2EGO%2E01%2EAON&uniqueid=OolhbsZPGcgAAAVtRvk,Bond,,,1.0,
172,2001,http://www.pfmauction.com/perl/bond.pl?print_selections_page_button=Selections+Page&use_auction_name=yes&auction_name=Chester%2EWtr%2EAuth%2ERevs%2E01%2EAON&uniqueid=Ot7@OcZPGcgAAHwecIY,Bond,,,1.0,
173,2003,http://www.pfmauction.comhttp://www.pfmauction.com/perl/bond.pl?view_terms_button=ViewTerms&auction_name=Jersey%2EShoreASD%2E03%2EAON,Bond,1.0,,,
174,2000,http://www.knnauction.com/perl/bond.pl?print_pre_selections_page_button=Selections+Page&uniqueid=9603999545936,Note,,,1.0,
175,2001,http://www.pfmauction.com/perl/bond.pl?print_selections_page_button=Selections+Page&use_auction_name=yes&auction_name=Knoxville%2ETN%2EBAN%2E01%2EAON&uniqueid=O4J34cZPGcgAAHUUDAA,Note,,,1.0,
176,2000,http://www.speerauction.com/perl/bond.pl?print_pre_selections_page_button=Selections+Page&uniqueid=9590122025362,Bond,,,1.0,
177,2001,http://www.pfmauction.com/perl/bond.pl?print_selections_page_button=Selections+Page&use_auction_name=yes&auction_name=Boca%2ERaton%2EFL%2EWtr%2ESwr%2E01%2EAON&uniqueid=O0sYrcZPGcgAAAaVU3s,Bond,,,1.0,
178,2000,http://www.pfmauction.com/perl/bond.pl?print_pre_selections_page_button=Selections+Page&uniqueid=96453723210981,Note,,,1.0,
179,2000,http://www.speerauction.com/perl/bond.pl?print_selections_page_button=Selections+Page&use_auction_name=yes&auction_name=GailBorden%2EPLD%2EGOs%2E00B%2EAON&uniqueid=OjZP08ZPGcgAAGRVngw,Bond,,,1.0,
180,2000,http://www.pfmauction.com/perl/bond.pl?print_pre_selections_page_button=Selections+Page&uniqueid=96031089025972,Note,,,1.0,
181,2001,http://www.speerauction.com/perl/bond.pl?print_selections_page_button=Selections+Page&use_auction_name=yes&auction_name=Village%2EVernon%2EHills%2EGOs%2E01%2EAON&uniqueid=Ou7P3cZPGcgAAFa8rCQ,Bond,,,1.0,
182,2001,http://www.pfmauction.com/perl/bond.pl?print_selections_page_button=Selections+Page&use_auction_name=yes&auction_name=Hempfield%2ESD%2EGOs%2E01A%2EAON&uniqueid=O3lEMsZPGcgAAGoXSa8,Bond,,,1.0,
183,2001,http://www.pfmauction.com/perl/bond.pl?print_selections_page_button=Selections+Page&use_auction_name=yes&auction_name=PoconoMountainSD%2EGOs%2E01%2EAON&uniqueid=OqZl5cZPGcgAABRZc1M,Bond,,,1.0,
184,2001,http://www.speerauction.com/perl/bond.pl?print_selections_page_button=Selections+Page&use_auction_name=yes&auction_name=Mt%2EProspect%2EDebtCerts%2E01%2EAON&uniqueid=O8RjdsZPGcgAACtew3s,Bond,,,1.0,
185,2001,http://www.pfmauction.com/perl/bond.pl?print_selections_page_button=Selections+Page&use_auction_name=yes&auction_name=Colorado%2ERTD%2ECOPs%2E01A%2EAON&uniqueid=Ozi-4MZPGcgAAF-MFGU,Bond,,,1.0,
186,2001,http://www.pfmauction.com/perl/bond.pl?print_selections_page_button=Selections+Page&use_auction_name=yes&auction_name=JerseyShoreASD%2EGOs%2E01%2EAON&uniqueid=OsNxwMZPGcgAAEsca1A,Bond,,,1.0,
187,2000,http://www.knnauction.com/perl/bond.pl?print_pre_selections_page_button=Selections+Page&uniqueid=95927621218306,Bond,,,1.0,
188,2000,http://www.pfmauction.com/cgi-bin/bond.pl?print_pre_selections_page_button=Selections+Page&uniqueid=95020034210312,Bond,,,1.0,
189,2001,http://www.pfmauction.com/perl/bond.pl?print_selections_page_button=Selections+Page&use_auction_name=yes&auction_name=East%2EPenn%2ESD%2EGOs%2E01%2EAON&uniqueid=Oogk7sZPGcgAAE8KgtE,Bond,,,1.0,
190,2000,http://www.pfmauction.com/perl/bond.pl?print_pre_selections_page_button=Selections+Page&uniqueid=9604805957386,Bond,,,1.0,
191,2000,http://www.pfmauction.com/perl/bond.pl?print_pre_selections_page_button=Selections+Page&uniqueid=Oc93d9Gmv1cAAHsXhyg,Bond,,,1.0,
192,2003,http://www.muniauction.comhttp://www.muniauction.com/perl/bond.pl?view_terms_button=ViewTerms&auction_name=Upper%2EGwynedd%2ETwp%2E03,Bond,1.0,,,
193,2003,http://www.speerauction.comhttp://www.speerauction.com/perl/bond.pl?view_terms_button=ViewTerms&auction_name=Elkhart%2ECommSchs%2EIN%2E03%2EAON,Bond,1.0,,,
194,2001,http://www.pfmauction.com/perl/bond.pl?print_selections_page_button=Selections+Page&use_auction_name=yes&auction_name=ChesterWaterAuthority%2ERBs%2E01A%2EAON&uniqueid=O7iFacZPGcgAADov@Gk,Bond,,,1.0,
195,2001,http://www.pfmauction.com/perl/bond.pl?print_selections_page_button=Selections+Page&use_auction_name=yes&auction_name=WestChesterASD%2EGOs%2ERefund%2E01%2EAON&uniqueid=OsNjasZPGcgAABEqAWQ,Bond,,,1.0,
196,2000,http://www.pfmauction.com/perl/bond.pl?print_pre_selections_page_button=Selections+Page&uniqueid=Oi0tlsZPGcgAAEuNzTo,Bond,,,1.0,
197,2001,http://www.pfmauction.com/perl/bond.pl?print_selections_page_button=Selections+Page&use_auction_name=yes&auction_name=East%2EStrdsbrg%2EGOs%2E01%2EAA%2EAON&uniqueid=OpqL78ZPGcgAAANQUTI,Bond,,,1.0,
198,2001,http://www.pfmauction.com/perl/bond.pl?print_selections_page_button=Selections+Page&use_auction_name=yes&auction_name=JerseyShoreASD%2EGOs%2E01A%2EAON&uniqueid=O9RGEcZPGcgAAH2kYjE,Bond,,,1.0,
199,2000,http://www.speerauction.com/perl/bond.pl?print_selections_page_button=Selections+Page&use_auction_name=yes&auction_name=GailBorden%2EPLD%2EGOs%2E00%2EAON&uniqueid=OjZMrsZPGcgAAEFRXBc,Bond,,,1.0,
200,2001,http://www.knnauction.com/perl/bond.pl?print_selections_page_button=Selections+Page&use_auction_name=yes&auction_name=Alameda%2Eand%2EContraCosta%2ECnty%2EBOE%2ETRANs%2E01%2EAON&uniqueid=Ox6IO8ZPGcgAADR0bCo,Note,,,1.0,
201,2001,http://www.pfmauction.com/perl/bond.pl?print_selections_page_button=Selections+Page&use_auction_name=yes&auction_name=Northern%2EYork%2ECnty%2EGOs%2E01%2EAON&uniqueid=Opqj6MZPGcgAAE2iDxk,Bond,,,1.0,
202,2001,http://www.speerauction.com/perl/bond.pl?print_selections_page_button=Selections+Page&use_auction_name=yes&auction_name=Waukegan%2EIL%2EGOs%2E01A%2EAON&uniqueid=PAupEMZPGcgAAGF8khM,Bond,,,1.0,
203,2000,http://www.pfmauction.com/perl/bond.pl?print_pre_selections_page_button=Selections+Page&uniqueid=OiPeh8ZPGcgAAC1-esU,Bond,,,1.0,
204,2001,http://www.pfmauction.com/perl/bond.pl?print_selections_page_button=Selections+Page&use_auction_name=yes&auction_name=Boca%2ERaton%2EFL%2ERef%2EBonds%2E01%2EAON&uniqueid=Osnne8ZPGcgAAE7rVCo,Bond,,,1.0,
205,2000,http://www.pfmauction.com/cgi-bin/bond.pl?print_pre_selections_page_button=Selections+Page&uniqueid=9505458517398,Bond,,,1.0,
206,2001,http://www.pfmauction.com/perl/bond.pl?print_selections_page_button=Selections+Page&use_auction_name=yes&auction_name=Williamsport%2EASD%2EGOs%2E01%2EAON&uniqueid=O8xSmsZPGcgAAGOHaI8,Bond,,,1.0,
207,2000,http://www.knnauction.com/perl/bond.pl?print_pre_selections_page_button=Selections+Page&uniqueid=9603962393228,Note,,,1.0,
208,2000,http://www.speerauction.com/perl/bond.pl?print_pre_selections_page_button=Selections+Page&uniqueid=9622926844979,Bond,,,1.0,
209,2001,http://www.pfmauction.com/perl/bond.pl?print_selections_page_button=Selections+Page&use_auction_name=yes&auction_name=Baldwin%2EWhitehall%2ESD%2EGOs%2E01%2EAON&uniqueid=OpPtxMZPGcgAADK@FqM,Bond,,,1.0,
210,2001,http://www.bidmass.com/perl/bond.pl?print_selections_page_button=Selections+Page&use_auction_name=yes&auction_name=Massachusetts%2EGO%2EBANs%2E2001A%2E1&uniqueid=O40OLsZPGcgAADF5ME4,Note,,,1.0,
211,2001,http://www.pfmauction.com/perl/bond.pl?print_selections_page_button=Selections+Page&use_auction_name=yes&auction_name=Marin%2ECnty%2ECOPs%2E01%2EAON&uniqueid=O-KxfMZPGcgAABBX5No,Bond,,,1.0,
212,2001,http://www.pfmauction.com/perl/bond.pl?print_selections_page_button=Selections+Page&use_auction_name=yes&auction_name=SusquehannaTwp%2ESD%2EGOs%2E01AA%2EAON&uniqueid=O-P4RsZPGcgAAA0Jff0,Bond,,,1.0,
213,2001,http://www.pfmauction.com/perl/bond.pl?print_selections_page_button=Selections+Page&use_auction_name=yes&auction_name=AvonGrove%2ESD%2EGOs%2E01%2EAON&uniqueid=OmSGEMZPGcgAACBca8I,Bond,,,1.0,
214,2001,http://www.speerauction.com/perl/bond.pl?print_selections_page_button=Selections+Page&use_auction_name=yes&auction_name=Bloomingdale%2EGOs%2ERef%2E01%2EAON&uniqueid=O5zcrcZPGcgAAGyQ50Y,Bond,,,1.0,
215,2001,http://www.pfmauction.com/perl/bond.pl?print_selections_page_button=Selections+Page&use_auction_name=yes&auction_name=Otto%2DEldredSD%2EGOs%2E01%2EAON&uniqueid=OrZQQ8ZPGcgAAFZhkRE,Bond,,,1.0,
216,2001,http://www.columbiacapitalauction.com/perl/bond.pl?print_selections_page_button=Selections+Page&use_auction_name=yes&auction_name=Topeka%2ENotes%2E01B%2EAON&uniqueid=O1RvpMZPGcgAADXdb6g,Note,,,1.0,
217,2003,http://www.pfmauction.comhttp://www.pfmauction.com/perl/bond.pl?view_terms_button=ViewTerms&auction_name=York%2ETwp%2EWtr%2ESwr%2EAuth%2E03%2EAON,Bond,1.0,,,
218,2003,http://www.muniauction.comhttp://www.muniauction.com/perl/bond.pl?view_terms_button=ViewTerms&auction_name=AlaskaMBB%2EGO%2E03B,Bond,1.0,,,
219,2001,http://www.pfmauction.com/perl/bond.pl?print_selections_page_button=Selections+Page&use_auction_name=yes&auction_name=E%2EPennsboro%2EASD%2EGOs%2E01%2EAON&uniqueid=OoLJ5sZPGcgAAEQQOXM,Bond,,,1.0,
220,2001,http://www.pfmauction.com/perl/bond.pl?print_selections_page_button=Selections+Page&use_auction_name=yes&auction_name=Warren%2ECo%2ESD%2EGOs%2E01%2EAON&uniqueid=O5zc18ZPGcgAAGwX64s,Bond,,,1.0,
221,2000,http://www.pfmauction.com/cgi-bin/bond.pl?print_pre_selections_page_button=Selections+Page&uniqueid=95141005838255,Bond,,,1.0,
222,2001,http://www.speerauction.com/perl/bond.pl?print_selections_page_button=Selections+Page&use_auction_name=yes&auction_name=Glenview%2ESD%2EGOs%2E01%2EAON&uniqueid=OmxbCcZPGcgAAEXsY30,Bond,,,1.0,
223,2001,http://www.speerauction.com/perl/bond.pl?print_selections_page_button=Selections+Page&use_auction_name=yes&auction_name=SugarGrove%2EGOs%2E01%2EAON&uniqueid=O4J3rMZPGcgAAGqvCJo,Bond,,,1.0,
224,2001,http://www.pfmauction.com/perl/bond.pl?print_selections_page_button=Selections+Page&use_auction_name=yes&auction_name=SouthernYorkCntySD%2EGOs%2E01%2EAON&uniqueid=OwPutsZPGcgAAHuBG1g,Bond,,,1.0,
225,2001,http://www.pfmauction.com/perl/bond.pl?print_selections_page_button=Selections+Page&use_auction_name=yes&auction_name=StateCollegeASD%2E01AA%2EAON&uniqueid=O9Q8HMZPGcgAAECLOJw,Bond,,,1.0,
226,2002,http://www.speerauction.comhttp://www.speerauction.com/perl/bond.pl?view_terms_button=ViewTerms&auction_name=Lisle%2EPD%2EIL%2E02A%2EAON,Bond,1.0,,,
227,2000,http://www.pfmauction.com/perl/bond.pl?print_pre_selections_page_button=Selections+Page&uniqueid=96220445113068,Bond,,,1.0,
228,2001,http://www.pfmauction.com/perl/bond.pl?print_selections_page_button=Selections+Page&use_auction_name=yes&auction_name=FranklinRegionalSD%2EGO%2E01A%2EAON&uniqueid=O4EtGcZPGcgAABqcOK0,Bond,,,1.0,
229,2004,https://www.bidehlers.com/pma/results/Waunakee.Vlg.WESMR.04.AON/bid_summary.html,Bond,1.0,,,
230,2003,http://www.muniauction.comhttp://www.muniauction.com/perl/bond.pl?view_terms_button=ViewTerms&auction_name=Rolling%2EMeadows%2EIL%2E03A%2EAON,Bond,1.0,,,
231,2000,http://www.pfmauction.com/perl/bond.pl?print_pre_selections_page_button=Selections+Page&uniqueid=96082610556314,Bond,,,1.0,
232,2001,http://www.nsiauction.com/perl/bond.pl?print_selections_page_button=Selections+Page&use_auction_name=yes&auction_name=Redwood%2EFalls%2EElec%2EUtil%2ERevs%2E01%2EAON&uniqueid=OwFS6cZPGcgAAGTvcA4,Bond,,,1.0,
233,2000,http://www.pfmauction.com/perl/bond.pl?print_pre_selections_page_button=Selections+Page&uniqueid=OZgX1tGmv1cAAEM9ekU,Bond,,,1.0,
234,2001,http://www.bidmass.com/perl/bond.pl?print_selections_page_button=Selections+Page&use_auction_name=yes&auction_name=Massachusetts%2EGO%2ECons%2ELoan%2E2001%2EA%2EAON&uniqueid=OmcTM8ZPGcgAADmlFOQ,Bond,,,1.0,
235,2001,http://www.pfmauction.com/perl/bond.pl?print_selections_page_button=Selections+Page&use_auction_name=yes&auction_name=Carlisle%2EBoro%2EGOs%2E01%2EAON&uniqueid=O8W3t8ZPGcgAAHfrNyE,Bond,,,1.0,
236,2001,http://www.pfmauction.com/perl/bond.pl?print_selections_page_button=Selections+Page&use_auction_name=yes&auction_name=UnionvilleChaddsFordSD%2EGO%2E01A%2EAON&uniqueid=OsiiIsZPGcgAAAOeCY0,Bond,,,1.0,
237,2001,http://www.pfmauction.com/perl/bond.pl?print_selections_page_button=Selections+Page&use_auction_name=yes&auction_name=Methacton%2ESD%2EGOs%2E01%2EAON&uniqueid=OoAm0cZPGcgAAClR@xw,Bond,,,1.0,
238,2000,http://www.pfmauction.com/cgi-bin/bond.pl?print_pre_selections_page_button=Selections+Page&uniqueid=950115837686,Bond,,,1.0,
239,2001,http://www.speerauction.com/perl/bond.pl?print_selections_page_button=Selections+Page&use_auction_name=yes&auction_name=Peoria%2EIL%2EGOs%2E01D%2EAON&uniqueid=O12KHsZPGcgAAB8Ok1M,Bond,,,1.0,
240,2001,http://www.pfmauction.com/perl/bond.pl?print_selections_page_button=Selections+Page&use_auction_name=yes&auction_name=State%2ECollege%2EASD%2EGOs%2E01%2EAON&uniqueid=OogWsMZPGcgAACorgXk,Bond,,,1.0,
241,2000,http://www.pfmauction.com/perl/bond.pl?print_pre_selections_page_button=Selections+Page&uniqueid=9610834318366,Bond,,,1.0,
242,2001,http://www.pfmauction.com/perl/bond.pl?print_selections_page_button=Selections+Page&use_auction_name=yes&auction_name=HempfieldSD%2EGOs%2E01%2EAON&uniqueid=Osns78ZPGcgAAF-Fg-U,Bond,,,1.0,
243,2001,http://www.knnauction.com/perl/bond.pl?print_selections_page_button=Selections+Page&use_auction_name=yes&auction_name=01%2ETRAN%2EPool%2ENo%2E3&uniqueid=Ox-JTsZPGcgAABKQFOk,Note,,,1.0,
244,2001,http://www.pfmauction.com/perl/bond.pl?print_selections_page_button=Selections+Page&use_auction_name=yes&auction_name=EasternLebanonCntySD%2EGOs%2E01A%2EAON&uniqueid=O3qcp8ZPGcgAADCkHXY,Bond,,,1.0,
245,2000,http://www.pfmauction.com/perl/bond.pl?print_pre_selections_page_button=Selections+Page&uniqueid=95607230026623,Bond,,,1.0,
246,2001,http://www.speerauction.com/perl/bond.pl?print_selections_page_button=Selections+Page&use_auction_name=yes&auction_name=DesPlaines%2EGOs%2E01%2EAON&uniqueid=Oy4Xk8ZPGcgAAG36Y8c,Bond,,,1.0,
247,2001,http://www.pfmauction.com/perl/bond.pl?print_selections_page_button=Selections+Page&use_auction_name=yes&auction_name=Mt%2ELebanon%2EGOs%2E01%2EAON&uniqueid=PAURJsZPGcgAAGYlO6o,Bond,,,1.0,
248,2001,http://www.speerauction.com/perl/bond.pl?print_selections_page_button=Selections+Page&use_auction_name=yes&auction_name=Orland%2EPark%2EIL%2E01%2EGOs%2EAON&uniqueid=PAuvucZPGcgAAA@DBvc,Bond,,,1.0,
249,2001,http://www.nsiauction.com/perl/bond.pl?print_selections_page_button=Selections+Page&use_auction_name=yes&auction_name=Fargo%2END%2ERef%2E01A%2EAON&uniqueid=O4E7T8ZPGcgAAH3SiPM,Bond,,,1.0,
250,2001,http://www.bidmass.com/perl/bond.pl?print_selections_page_button=Selections+Page&use_auction_name=yes&auction_name=Massachusetts%2EGO%2EBANs%2E2001A%2E2&uniqueid=O40GWsZPGcgAABrn9oA,Note,,,1.0,
251,2001,http://www.pfmauction.com/perl/bond.pl?print_selections_page_button=Selections+Page&use_auction_name=yes&auction_name=WestChester%2EASD%2EGOs%2E01%2EAON&uniqueid=Omxg0cZPGcgAAG-IiyU,Bond,,,1.0,
252,2001,http://www.pfmauction.com/perl/bond.pl?print_selections_page_button=Selections+Page&use_auction_name=yes&auction_name=Delaware%2EValleySD%2EGOs%2E01%2EAON&uniqueid=O8XFtMZPGcgAAB63KAY,Bond,,,1.0,
253,2001,http://www.speerauction.com/perl/bond.pl?print_selections_page_button=Selections+Page&use_auction_name=yes&auction_name=Peoria%2EGO%2E01A%2EAON&uniqueid=OpvIssZPGcgAADc0egE,Bond,,,1.0,
254,2000,http://www.pfmauction.com/cgi-bin/bond.pl?print_pre_selections_page_button=Selections+Page&uniqueid=9517608507287,Bond,,,1.0,
255,2001,http://www.pfmauction.com/perl/bond.pl?print_selections_page_button=Selections+Page&use_auction_name=yes&auction_name=Mt%2ELebanonSD%2EGOs%2E01%2EAON&uniqueid=Oy4lwMZPGcgAAEYSG2c,Bond,,,1.0,
256,2001,http://www.speerauction.com/perl/bond.pl?print_selections_page_button=Selections+Page&use_auction_name=yes&auction_name=RiverTrailsPD%2EGOs%2E01%2EAON&uniqueid=Ot79lMZPGcgAAA5egRE,Bond,,,1.0,
257,2001,http://www.nsiauction.com/perl/bond.pl?print_selections_page_button=Selections+Page&use_auction_name=yes&auction_name=Shakopee%2EPub%2EUtil%2EComm%2ERevs%2E01%2EAON&uniqueid=Oy4l5cZPGcgAAGhDDlc,Bond,,,1.0,
258,2001,http://www.pfmauction.com/perl/bond.pl?print_selections_page_button=Selections+Page&use_auction_name=yes&auction_name=UpperDauphinASD%2EGOs%2E01%2EAON&uniqueid=Oq5LUsZPGcgAAFpK@yk,Bond,,,1.0,
259,2001,http://www.pfmauction.com/perl/bond.pl?print_selections_page_button=Selections+Page&use_auction_name=yes&auction_name=UpperDublinSD%2EGOs%2E01%2EAON&uniqueid=Oy409sZPGcgAAB9yS5Y,Bond,,,1.0,
260,2000,http://www.pfmauction.com/perl/bond.pl?print_pre_selections_page_button=Selections+Page&uniqueid=95244671444879,Bond,,,1.0,
261,2001,http://www.pfmauction.com/perl/bond.pl?print_selections_page_button=Selections+Page&use_auction_name=yes&auction_name=Brevard%2ECnty%2ETDT%2ERRBs%2E01%2EAON&uniqueid=OzijjsZPGcgAACHw98M,Bond,,,1.0,
262,2001,http://www.pfmauction.com/perl/bond.pl?print_selections_page_button=Selections+Page&use_auction_name=yes&auction_name=Brevard%2ECnty%2ESTRI%2ERBs%2E01%2EAON&uniqueid=O9WH0cZPGcgAADgQcoM,Bond,,,1.0,
263,2009,https://www.davidsonbondauction.com/pma/results/DouglasCoSDNo.0017.GORB.09.AON/bid_summary.html,Bond,1.0,,,
264,2001,http://www.speerauction.com/perl/bond.pl?print_selections_page_button=Selections+Page&use_auction_name=yes&auction_name=Romeoville%2EGOs%2E01B%2EAON&uniqueid=Ox5FusZPGcgAAEHNMLc,Bond,,,1.0,
265,2000,http://www.pfmauction.com/perl/bond.pl?print_pre_selections_page_button=Selections+Page&uniqueid=95780189850923,Bond,,,1.0,
266,2009,https://www.bidumbaugh.com/pma/results/WarrickCo.RDB.09.AON/bid_summary.html,Bond,1.0,,,
267,2001,http://www.pfmauction.com/perl/bond.pl?print_selections_page_button=Selections+Page&use_auction_name=yes&auction_name=UpperDauphinASD%2EGOs%2E01A%2EAON&uniqueid=O2lyhcZPGcgAAClHyss,Bond,,,1.0,
268,2002,http://www.pfmauction.comhttp://www.pfmauction.com/perl/bond.pl?view_terms_button=View+Terms&auction_name=Avon%2EGroveSD%2EGOs%2E02AA%2EAON,Bond,1.0,,,
269,2005,https://www.shattuckhammondauction.com/pma/results/John.Muir.RR.05A.AON/bid_summary.html,Bond,1.0,,,
270,2002,http://www.muniauction.comhttp://www.muniauction.com/perl/bond.pl?view_terms_button=View+Terms&auction_name=GlendaleRDA%2ETABs%2E02%2EAON,Bond,1.0,,,
271,2003,https://www.bairdauction.com/pma/results/Brown.Cnty.03A.AON/bid_summary.html,Bond,1.0,,,
272,2001,http://www.pfmauction.com/perl/bond.pl?print_selections_page_button=Selections+Page&use_auction_name=yes&auction_name=MethactonSD%2EGOs%2E01A%2EAON&uniqueid=O12VQ8ZPGcgAACC9rG0,Bond,,,1.0,
273,2000,http://www.pfmauction.com/perl/bond.pl?print_pre_selections_page_button=Selections+Page&uniqueid=96445466647568,Bond,,,1.0,
274,2010,https://www.bidumbaugh.com/pma/results/ValparaisoCty.WRB.10.AON/bid_summary.html,Bond,1.0,,,
275,2003,https://www.davidsonbondauction.com/pma/results/Univ.Colorado.COPs.03A.AON/bid_summary.html,Bond,1.0,,,
276,2004,https://www.bidehlers.com/pma/results/Clintonville.WI.GOPN.04.AON/bid_summary.html,Bond,1.0,,,
277,2006,https://www.bidumbaugh.com/pma/results/Oak.Hill.SBC.FM.06.AON/bid_summary.html,Bond,1.0,,,
278,2004,https://www.bidehlers.com/pma/results/Big.Lake.Cty.GOI.04B.AON/bid_summary.html,Bond,1.0,,,
279,2006,https://www.bidumbaugh.com/pma/results/Muncie.SBC.FM.06.AON/bid_summary.html,Bond,1.0,,,
280,2003,https://www.bidumbaugh.com/pma/results/Harrison.Washington.IN.03.AON/bid_summary.html,Bond,1.0,,,
281,2003,http://www.pfmauction.comhttp://www.pfmauction.com/perl/bond.pl?view_terms_button=ViewTerms&auction_name=West%2EChesterASD%2E03A%2EAON,Bond,1.0,,,
282,2007,https://www.bidumbaugh.com/pma/results/West.Noble.HSBC.FM.07.AON/bid_summary.html,Bond,1.0,,,
283,2002,http://www.pfmauction.comhttp://www.pfmauction.com/perl/bond.pl?view_terms_button=View+Terms&auction_name=Lincoln%2ENE%2ERBs%2E02%2EAON,Bond,1.0,,,
284,2001,http://www.pfmauction.com/perl/bond.pl?print_selections_page_button=Selections+Page&use_auction_name=yes&auction_name=DerryTwpSD%2EGOs%2E01A%2EAON&uniqueid=O69OOsZPGcgAAER0Orc,Bond,,,1.0,
285,2001,http://www.speerauction.com/perl/bond.pl?print_selections_page_button=Selections+Page&use_auction_name=yes&auction_name=North%2EAurora%2EGO%2ELibrary%2E01%2EAON&uniqueid=O7yCMMZPGcgAAE9lCfw,Bond,,,1.0,
286,2002,https://www.bidumbaugh.com/pma/results/Indianapolis.Pub.Lib.GO.02A.AON/bid_summary.html,Bond,1.0,,,
287,2005,https://www.bidumbaugh.com/pma/results/Turkey.Run.SBC.FM.05.AON/bid_summary.html,Bond,1.0,,,
288,2004,https://www.bidehlers.com/pma/results/New.Richmond.GOPN.04A.AON/bid_summary.html,Bond,1.0,,,
289,2003,https://www.bairdauction.com/pma/results/RacineUSD.03.TRAN/bid_summary.html,Note,1.0,,,
290,2002,https://www.davidsonbondauction.com/pma/results/LasAnimasSD.GO.02.AON/bid_summary.html,Bond,1.0,,,
291,2007,http://www.speerauction.com/perl/bond.pl?print_selections_page_button=Selections+Page&use_auction_name=yes&auction_name=Kendall%2ECnty%2EGO%2ECABs%2E07B%2EAON&uniqueid=RxTPHwoBAQEAABPH3jc,Bond,,,1.0,
292,2005,https://www.bidumbaugh.com/pma/results/Lawrence.Twp.SBC.05.AON/bid_summary.html,Bond,1.0,,,
293,2002,https://www.bairdauction.com/pma/results/BurlingtonASD.WI.Notes.02.AON/bid_summary.html,Bond,1.0,,,
294,2002,http://www.pfmauction.comhttp://www.pfmauction.com/perl/bond.pl?view_terms_button=View+Terms&auction_name=East%2EPennSD%2EGOs%2E02AAA%2EAON,Bond,1.0,,,
295,2002,http://www.pfmauction.comhttp://www.pfmauction.com/perl/bond.pl?view_terms_button=ViewTerms&auction_name=LebanonSD%2E03%2EAON,Bond,1.0,,,
296,2002,https://www.bairdauction.com/pma/results/Milwaukee.GOPromNotes.02B2.AON/bid_summary.html,Bond,1.0,,,
297,2002,http://www.pfmauction.comhttp://www.pfmauction.com/perl/bond.pl?view_terms_button=View+Terms&auction_name=N%2EClarion%2ECntySD%2EGOs%2E02%2EAON,Bond,1.0,,,
298,2003,http://www.pfmauction.comhttp://www.pfmauction.com/perl/bond.pl?view_terms_button=ViewTerms&auction_name=HempfieldSD%2EGO%2E03A,Bond,1.0,,,
299,2002,http://www.muniauction.comhttp://www.muniauction.com/perl/bond.pl?view_terms_button=ViewTerms&auction_name=Lancaster%2ECnty%2EGOs%2E03%2EAON,Bond,1.0,,,
300,2003,https://www.bairdauction.com/pma/results/Slinger.WI.03.GO.Proms/bid_summary.html,Bond,1.0,,,
301,2003,https://www.pdxauction.com/pma/results/Portland.LTRRBs.03A.AON/bid_summary.html,Bond,1.0,,,
302,2007,http://www.trantexas.com/perl/bond.pl?print_selections_page_button=Selections+Page&use_auction_name=yes&auction_name=Texas%2ETRAN%2E2007&uniqueid=Rsr-aAoBAQEAAFBlAR8,Note,,,1.0,
